,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
281646,281647,B007RTR9DS,A2B8GXSCB1R05T,Zack Davisson,0,0,2,1342396800,Me too,"It's hard to add to much to a review here other than to join in the choir.  I picked this up because my wife loves trying new hair products, and I always try them with here.  I didn't know anything about this other than the name ""Ultra Shea Intense Scalp Nourishing Balm"" which sounded pretty simple and universal.  Like everyone, when I got it I wasted time scouring the package for directions (Surprise! There are none!) and then just gave it a shot.<br /><br />After reading several of the reviews here, it looks like this is a race-specific product, of which the packaging gives no clue.  Maybe there are some secret code words I am missing, but I have ""natural hair"" as in the hair on my head is natural.<br /><br />We have two kinds of ""natural hair"" in my household, and this didn't work for either of them.  My wife (Asian; long hair) gave up after one try and said it was way to greasy.  Me (White guy; short hair) was a little more persistent.  I tried it on dry hair and wet hair and moist hair, but to no avail.  It works pretty good as a hair gel, and is powerful enough to stick my hair straight up. I could have used it during my punk rock days to stand up my Mohawk, but then there is the overpowering scent to go with it. I don't think it will replace my standard hair gel anytime soon.<br /><br />It seems like this is more of a marketing fail than a product fail. It has a pretty specific market and use, and is not as general as the name and packaging would lead you to believe."
149965,149966,B003M60K54,ATOYDAVYCK23O,ComfyShoeMaven,1,1,5,1344124800,Works Great With My Cat,"I've had several cats, most of which didn't have much of a hairball problem.  However, the cat I have now, has hocked up some epic hairballs. She's the best cat I've ever had, except for this one nasty problem.<br /><br />So, I bought a small bag of this hairball control from my vet, tried it, and it does seem to have had an effect on my cat's massive hairball problem.  In fact, after about a month of mixing this with her other food, I've noticed that she's only thrown up once or twice, and that's certainly not as much as she did before.<br /><br />I found this bag on Amazon for quite a bit less than what my vet charged, so I'll continue to order it here. Based on what I've observed with my cat so far, I would highly recommend this for those of you who have cats with the same problem."
273244,273245,B001EQ4HXA,A3UL9CZWNCLH3J,R. Lee,0,0,5,1264982400,It makes milk chocolatey.,"How about that, you put it in milk or get daring and add milk to it and it makes it taste like chocolate milk. How about that?  Good price, great delivery, what more can I say?"
157294,157295,B0019QT66I,A38WIETH4AFG7O,"cbscmommy ""cbscmommy""",1,1,3,1349827200,NOT magnesium + calcium,"I purchased this as a calcium-magnesium supplement for my kids.  This particular bottle does NOT have calcium as the picture of the nutrition label states.  That label belongs to a different product.  This is 325mg Magnesium citrate only, and it is Really tart!!  Now I am going to have to buy (and get the kids to take) a separate calcium supplement.:("
95256,95257,B00401OZ1U,A25UCFDN5BTM4R,Brian P. Kelley,0,0,5,1343692800,Refreshing,I have tried all varieties of Metromint water save the Cherry Mint variety and I find all of them excellent.  I only wish this product was available in gallon sized containers.<br /><br />Metromint has managed to squeeze a lot of plavor into this unsweetened drink.  It is perfect on a hot day.  I highly recommend this product if you are a fan of unsweetened beverages and mint.
17563,17564,B000CMIYWM,A56JFSLUCHI4J,"Chi ""Who loves to find bargains and lives a g...",0,0,5,1327363200,It's the smell kept me coming back for more.,"This Yogi tea flavor doesn't really have the strong flavor like Peach Detox or Women's Energy just to name a few. This tea has the Lavender smell. OMG! The fragrance can linger for a long time in my mouth and throat after drinking this tea. Just make me feel so good and calm. YES! Just soothing and relaxing. My 70 year old mother who is usually picky on her tea choices, I let her try this tea when she visits. After a cup, she told me - hum.. Get me more, this is good and I want to share with my circle of friends. This tea is ""Mother proves""!"
194939,194940,B0000E65WH,A3MB7QFQUNY657,"Rod Rogers ""Author & Angler""",0,0,5,1317168000,Once tried - never forgotten,"Found these at Costco.  Stupid Costco discontinues the best ever spiced-up sausage I've ever eaten, anywhere.  Turbo-charges any recipe whether used in chunks, slices, or whole on a bun.<br /><br />Thank you, Amazon."
554549,554550,B0019LA7RA,ABRSVCWX0V4QQ,W. Boytim,2,9,1,1278460800,Why so much?,I have not tried this miso (though I hear it is great) but I was looking for some and happened upon this - I just wondered though why it is so much on Amazon? The company sells it for $8.50 a jar (same size) so why $20+ for it here?<br />I will keep looking for it elsewhere..
118612,118613,B000XSJLW2,A3INN916E4VION,S. Kosloske,2,2,3,1181779200,better than the non-frosted,"If you're going to go for the Apple, I'd recommend the frosted.  Sure it's more sugar, but it's also a lot more flavor."
280425,280426,B001N29O5G,A3FYZ7EEPWHTMS,cookbook worm,3,3,5,1297987200,Can't Top This Cherry,Absolutely the best cherries you will ever eat. Worth every single penny. Try them over vanilla ice cream or in a Black Forest Cake.
488852,488853,B005K4Q1YA,AEYIW1K9RL2VB,witchy6876,0,0,5,1330387200,Cappuccino from Amazon.com,I love this item for keurig coffee makers. Its delicious and I would definately order from this seller again. I would like to try other flavors from the same seller.
191049,191050,B006W5WBUO,A38HF3TRVGVL49,Philip,2,2,5,1346716800,Best.Cereal.Ever,I've loved apple jacks since I was a kid.  I could eat a whole box in one sitting if my wife would let me.<br /><br />Pros:<br />Delightful taste<br />Crunchy texture stays mostly consistent through the whole bowl of cereal<br />Good amount of fiber<br /><br />Cons:<br />Never quite seems to be enough in the bowl<br />Leaves you wanting another bowl
475975,475976,B004YV7KFY,AP8SK4Z8IO168,Druid of Wyrd,4,4,5,1318291200,Wonderful Drink,"I really love this beverage. I have been drinking it for years. I started out on the ""Java"" flavor to have a coffee replacement. The thing is, when we are replacing something we can be dissappointed if the new item isn't exactly like like the original. And that's the problemn. There isn't anything that is going to be exactly like coffee except coffee. So between the similar to coffee tasting Java teeccino and changing my frame of mind about no longer trying to make coffee without coffee, I had very good success. Let the new beverage be what it is. In this case Teeccino. So as far as Teeccino goes, I find it delicious. The Java does taste more like coffee than the others. However the vanilla and the mocha both are wonderful tasting. If you get into the Maya blends, they taste a lot like coffee too, but I felt sleepy drinking them. Could have been the Tryptophan or just a sleepy couple of days in my life, haha. At either rate, Teeccino has been a godsend for me. I love them and appreciate having a hot beverage (that isn't tea) that is good for me. Just a reminder, if you are going into this trying to make coffee then buy the Java, and try to remember that it isn't coffee. Otherwise enjoy a good healthy beverage. To me they really do have a wonderful flavor. Remember, the only place you will find coffee is in coffee. Which by the way, I don't even like coffee anymore. I was a coffee junky, from the moment I woke until bed. Meaning there was a cup of coffee on my bedside table. So for me to enjoy another product more than coffee and to not even care to have coffee, is a big deal. Enjoy."
268240,268241,B0040K41MY,APP35M28G2U51,M. Lafferman,0,0,2,1338508800,Nature's Path Crunchy Vanilla Sunrise Cereal,"I was looking forward to trying this cereal, because not too long ago I was able to try a wonderful granola cereal by Nature's Path, which I liked very much.<br /><br />So, I expected to like this cereal too.  Unfortunately I don't!  I poured alittle bit of the cereal into a bowl.  On my first bite what I tasted seemed salty to me.  I also do not really taste a vanilla flavor, or much of a vanilla flavor.<br /><br />I love the flavor vanilla, especially if it's real vanilla flavoring, but there is also another mainstream brand of cereal that also came in a vanilla flavor that so many people also seemed to love, and I didn't really care for that cereal either.<br /><br />It does look interesting when you pour the cereal into your bowl, different shapes, which consist of corn, rice,flax, quinoa, buckwheat and amaranth.<br /><br />When I read the nutrition facts, except for the fact that this cereal is organic, which to me is major, the health benefits really are no better than even alot of mainstream cereals, this cereal is no higher in important nutrients.<br /><br />The total carbohydrates per 2/3 Cup serving is 25 grams, which is 8%,dietary fiber is 3 grams, which is 12%, and sugars is 7 grams.  The sodium level is only 130 mg, which is only 5%.  There is only 1 gram of total fat, and 4% iron.  I would call this a reasonably healthy cereal, and it is gluten free.<br /><br />Iam not impressed.  I wish I were.  It does not keep me from wanting to try other Nature's Path products, but Iam disappointed to find that I did not like this cereal after reading such wonderful feedback about it.<br /><br />Maybe I just don't like vanilla flavored cereals?"
185715,185716,B000GW257S,A99SZKNX14200,JanisBC,0,0,5,1348185600,Best coffee sweetner!,I have been usiing the french vanilla and the mocha flavors for coffee for several years. Love the flavor boost it gives my coffee. My local grocery has stopped carrying it so I am very glad Amazon still carries it!
150749,150750,B002OFC31S,A1VCKM31YFAVX5,"Lori ""Lori J Latimer""",0,0,5,1333497600,Kibbles ' n Bits,"If you want to find a way to help that young family, older friends or community member; send them a surprise of Kibbles 'n Bits. The recipients are ever grateful, and so are their human owners.<br /><br />Really do something grand, and send a few each month to your local rescue shelter."
